t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10,t+11,t+12,t+13,t+14,t+15,t+16,t+17,t+18,t+19,t+20,t+21,t+22,t+23,t+24
25.155895,24.129873,23.669823,22.943052,20.781652,18.901459,16.976904,16.131338,16.236612,15.2522955,14.614417,14.989515,14.504942,14.107281,14.312616,16.721613,19.557991,20.520939,21.201319,22.60783,22.572548,23.022682,23.257122,23.722075
