Barometric_Pressure,Rain,Air_Temperature,Air_Dew_Point,Air_Wet_Bulb,Air_RH,Air_Heat_Index,Solar_Horizontal_Total,Solar_Horizontal_Diffuse,Solar_Vertical_Total,Solar_Latitude_Diffuse,Wind_Speed,Wind_Speed_MAX,Wind_Speed_STD,Wind_Speed_WVT,Wind_Direction_WVT,Soil_Temperature,Soil_Electrical_Conductivity,hour,month,dayofweek,dayofyear,hour_sin,hour_cos,month_sin,month_cos,dayofyear_sin,dayofyear_cos,Air_Temperature_lag1,Air_Temperature_lag3,Air_Temperature_lag6,Air_Temperature_lag12,Air_Temperature_lag24,Air_Temperature_roll_mean_3,Air_Temperature_roll_std_3,Air_Temperature_roll_mean_6,Air_Temperature_roll_std_6,Air_Temperature_roll_mean_12,Air_Temperature_roll_std_12,Air_Temperature_roll_mean_24,Air_Temperature_roll_std_24,is_weekend
101.3,0.0,25.44,10.68,16.36,38.82,25.44,1277.355,866.9973,598.8585,747.5007,0.451,2.25,0.436,0.451,318.4,24.77,0.249,16,5,2,149,-0.8660254037844384,-0.5000000000000004,0.4999999999999999,-0.8660254037844387,0.545240438540651,-0.8382797052177744,24.87,24.2,22.09,16.51,26.34,24.943333333333324,0.4643633634715851,24.545,0.6840687099961238,21.0225,4.592992933905672,21.714583333333334,4.38794393682843,0
